wallet_address,cluster_id,root_address,louvain_community_id,obfuscation_disagreement
1A1PvnHhjnfVCD4j4K3UvX4Wr4,CLUSTER_0037,1A1PvnHhjnfVCD4j4K3UvX4Wr4,4,False
1A7zyz1CXDkBUByru3J4VDUw4RAb,CLUSTER_0038,1A7zyz1CXDkBUByru3J4VDUw4RAb,7,False
1Ae7H3i5LLQfyB4YpLzBfjt1dHi4ia,CLUSTER_0039,1Ae7H3i5LLQfyB4YpLzBfjt1dHi4ia,20,False
1AqasZTZqfqWah3h8rMxiJ3RqBK,CLUSTER_0040,1AqasZTZqfqWah3h8rMxiJ3RqBK,3,False
1Av8rN53GMoAJzGg96LQdEDg3AB88EYx1,CLUSTER_0005,3Tk62XigK8QJnLgcA7oqsLkVV55coua,12,True
1AwYemqqKwf29WaLZeUG5YRb7btrAUP128,CLUSTER_0041,1AwYemqqKwf29WaLZeUG5YRb7btrAUP128,25,False
1Ay8FnLFMRozmXxmpmfJu91nDhY7Ede5cu,CLUSTER_0042,1Ay8FnLFMRozmXxmpmfJu91nDhY7Ede5cu,35,False
1C75CYDVaar7tnCocT1kbVBWWxJ,CLUSTER_0043,1C75CYDVaar7tnCocT1kbVBWWxJ,0,False
1CKBrGCNSmBtKJ84eRPBcmnfT9FQ,CLUSTER_0044,1CKBrGCNSmBtKJ84eRPBcmnfT9FQ,3,False
1Caq31diyrjbZHVVbcgpViXRK4tRU,CLUSTER_0045,1Caq31diyrjbZHVVbcgpViXRK4tRU,47,False
1CrafMfmeCr4cZeE9Gc15xAjX1jRqv8,CLUSTER_0046,1CrafMfmeCr4cZeE9Gc15xAjX1jRqv8,12,False
1Crc8Kz5DRasRDRgCfuyhbnNRmNkazvPE,CLUSTER_0047,1Crc8Kz5DRasRDRgCfuyhbnNRmNkazvPE,31,False
1D7JfiRkgfnY2ZuxKi9rPa3teeySHUB3,CLUSTER_0048,1D7JfiRkgfnY2ZuxKi9rPa3teeySHUB3,26,False
1DEkjtE1GxFUvxF4bKJtYh4a73uh2kD3ma,CLUSTER_0049,1DEkjtE1GxFUvxF4bKJtYh4a73uh2kD3ma,15,False
1DVBZ8cCe9tfcAe2igwJP8GTSeb,CLUSTER_0050,1DVBZ8cCe9tfcAe2igwJP8GTSeb,10,False
1DuGehTax4GihyHgcoRjhUtkrGKD5dx,CLUSTER_0051,1DuGehTax4GihyHgcoRjhUtkrGKD5dx,3,False
1DwRjh2Qvj2o1Z4N3cAWJd5penJ4uGgsU,CLUSTER_0052,1DwRjh2Qvj2o1Z4N3cAWJd5penJ4uGgsU,42,False
1EHm9J1FGoC1PPLSRjQd9zVEB2Kz,CLUSTER_0032,17L8XVpHM1FH6RDG1TJjPKkDadGqfk,18,False
1ESg7kWR9RaQ8QqvSD2ND6YrUHz,CLUSTER_0053,1ESg7kWR9RaQ8QqvSD2ND6YrUHz,1,False
1ErQS9trk2mCgSsL2WPSC95qgAQDM,CLUSTER_0054,1ErQS9trk2mCgSsL2WPSC95qgAQDM,44,False
1EthbTAj4tzxpt1CENWmzaH42oNogCjjc,CLUSTER_0055,1EthbTAj4tzxpt1CENWmzaH42oNogCjjc,31,False
1EwVsNYFRdKtm5Y17pCHoKT8fVW,CLUSTER_0056,1gucJY1HRaeTSDUuoA5WdLpkgEC2FUr5,10,True
1F5tcV3P66ANqiYP7Vr3WvWCBa5qq,CLUSTER_0057,1F5tcV3P66ANqiYP7Vr3WvWCBa5qq,6,False
1FoViTLjCsTTGbcaRXbNnyLUTc6,CLUSTER_0058,1FoViTLjCsTTGbcaRXbNnyLUTc6,4,False
1FsY6r5x1khDfJYeZnLQGv4jwJ,CLUSTER_0059,1FsY6r5x1khDfJYeZnLQGv4jwJ,3,False
1GMTuBeKaNuZA4UsKbdTQKArogcLSYRQMT,CLUSTER_0060,1GMTuBeKaNuZA4UsKbdTQKArogcLSYRQMT,31,False
1GPGkndgja934muKJWn6cCPNFyCE,CLUSTER_0005,3Tk62XigK8QJnLgcA7oqsLkVV55coua,12,True
1Gj6JzkdvmkVdX4M3L8SWRmBWs,CLUSTER_0061,1Gj6JzkdvmkVdX4M3L8SWRmBWs,22,False
1Gp3XhpQNfp9xtZBg9ZNL27m3e,CLUSTER_0062,1Gp3XhpQNfp9xtZBg9ZNL27m3e,4,False
1GsoYEWNyt9Aok2Rv7baAvSoqzxMLD,CLUSTER_0063,1GsoYEWNyt9Aok2Rv7baAvSoqzxMLD,3,False
1GvgDKm4poQ4uZiDVte99kYkRaMz9Vkr,CLUSTER_0064,1s2McQbqQgFizFh4VkKpnas4fZCBJqoQ,12,False
1HL2ojEmddqSdJiSpD9VFtiAA6EJ1PWg,CLUSTER_0065,3S67d7uKsDVG18wTHqhymSL2hf,35,False
1HMRK334kDUu6BxNJ61ZrLjMnXNeDPt,CLUSTER_0066,1HMRK334kDUu6BxNJ61ZrLjMnXNeDPt,29,False
1HaGQ1mqhAEbW8iiDapetaw6AyzmS4Brm,CLUSTER_0067,1HaGQ1mqhAEbW8iiDapetaw6AyzmS4Brm,26,False
1HpYh645Sb3zu6Qyaif52rfvt3X,CLUSTER_0068,1HpYh645Sb3zu6Qyaif52rfvt3X,20,False
1Hx4mBV1rvXCnWhcgMey6HQfQC1hvYjZaM,CLUSTER_0069,1Hx4mBV1rvXCnWhcgMey6HQfQC1hvYjZaM,38,False
1JDexC1JDqg4T7wf1bLNJcvdbgyVMFUo,CLUSTER_0070,1JDexC1JDqg4T7wf1bLNJcvdbgyVMFUo,44,False
1JMttpPQboVJV1UbjBJwGcYStaN,CLUSTER_0024,bc1qrvlcz6m8l56tteqe9qxdxh0tnfcseqfqlpm9xx,6,True
1JbRhM3sMzGyw5dNogx9cn34nNPZcg,CLUSTER_0071,1JbRhM3sMzGyw5dNogx9cn34nNPZcg,9,False
1JqaueoDg43janEMMsb2UfPqrqrjc,CLUSTER_0072,1JqaueoDg43janEMMsb2UfPqrqrjc,35,False
1Jsn2EyuMXiDWSpbtbXkGieKX7,CLUSTER_0073,1Jsn2EyuMXiDWSpbtbXkGieKX7,10,False
1KJRt8RpPUtAegS2h7ih2pP4Fhs,CLUSTER_0074,3AGBsFr2kSu5Mdh8sVPgpPZkZMtg,35,False
1KTmMiyJppXzKiewa37Xxm67jUFEs5,CLUSTER_0040,1AqasZTZqfqWah3h8rMxiJ3RqBK,3,False
1KnqETBkQGKzQJmts5buKPErgV57p,CLUSTER_0075,1KnqETBkQGKzQJmts5buKPErgV57p,4,False
1LCvy7DUHPSR1GEgVfhEU8hVRkrxoBTX,CLUSTER_0076,1LCvy7DUHPSR1GEgVfhEU8hVRkrxoBTX,23,False
1LmxQm2GzVMwSgf5coi59idjK71,CLUSTER_0077,1LmxQm2GzVMwSgf5coi59idjK71,41,False
1LofnkE4hV2gHVzHzrZzFSztAzC,CLUSTER_0078,1LofnkE4hV2gHVzHzrZzFSztAzC,22,False
1Lxu5fQZewt6nJGUh4bpCVT2zb,CLUSTER_0079,1Lxu5fQZewt6nJGUh4bpCVT2zb,33,False
1MQMnpVBa53APeUKrvbhkS27Sp1yPs6p,CLUSTER_0080,1MQMnpVBa53APeUKrvbhkS27Sp1yPs6p,7,False
1MQey9fStWnwpxjZJ3CpAHmmyARGjEy,CLUSTER_0081,1jh6VhnTfS2C9pCyyRXcGxXZdaDTuU,23,False
1MTGC5or68rEptnwASc223CdEJbNih,CLUSTER_0005,3Tk62XigK8QJnLgcA7oqsLkVV55coua,12,True
1MZ9SduMyCHDGBrFCBG6q8etLDT,CLUSTER_0082,1MZ9SduMyCHDGBrFCBG6q8etLDT,36,False
1Maa42vUu6ofuKQ6u6y7ojjEoiUC,CLUSTER_0004,3kF96jYb26EbZihRTHsmARHDm6,35,False
1MhWauvnHunBSiVcnCnrRm1b9Yffh,CLUSTER_0083,1MhWauvnHunBSiVcnCnrRm1b9Yffh,10,False
1NNKpberCCjhpCHJsqJqVbv1To1,CLUSTER_0084,1NNKpberCCjhpCHJsqJqVbv1To1,26,False
1NW7x1vyzWnyvdSzf5ozgSBG92,CLUSTER_0042,1Ay8FnLFMRozmXxmpmfJu91nDhY7Ede5cu,35,False
1NbVmukmmF7E2WmoS49Lc7ZmWfGruqsg,CLUSTER_0085,1NbVmukmmF7E2WmoS49Lc7ZmWfGruqsg,15,False
1NhJApEJNzNYdFFSPwuJoriPjMdMH5dGwv,CLUSTER_0086,1NhJApEJNzNYdFFSPwuJoriPjMdMH5dGwv,33,False
1NyWqtBvEBJCcXXUuLMoPUxBXs7B4F,CLUSTER_0087,1NyWqtBvEBJCcXXUuLMoPUxBXs7B4F,22,False
1PRUmwjFcwHiJ2wqq7mxGSGj2UWBx9,CLUSTER_0088,1PRUmwjFcwHiJ2wqq7mxGSGj2UWBx9,7,False
1PS9JuMvdUUAaTBXZMRmLL4RMbEGzbbMAY,CLUSTER_0089,1PS9JuMvdUUAaTBXZMRmLL4RMbEGzbbMAY,6,False
1PZCSFuiWVghevjF3pdgheGTgFb,CLUSTER_0090,1PZCSFuiWVghevjF3pdgheGTgFb,29,False
1PrrA3brtMatoQ77VzUJTHkRTWn9PaJ,CLUSTER_0091,1PrrA3brtMatoQ77VzUJTHkRTWn9PaJ,2,False
1PukSQyQoMrvkPz8MyNVvocBsMo,CLUSTER_0092,1PukSQyQoMrvkPz8MyNVvocBsMo,12,False
1Q2n7Qr5fYNxSK1nTwKH4cfWMebT5C,CLUSTER_0093,1Q2n7Qr5fYNxSK1nTwKH4cfWMebT5C,12,False
1Q2oM11Z7CWna6Tvoe1zebzVeaWjg,CLUSTER_0094,1Q2oM11Z7CWna6Tvoe1zebzVeaWjg,35,False
1QFDjt6vX9QGopw4visoP7T4dA,CLUSTER_0095,1QFDjt6vX9QGopw4visoP7T4dA,40,False
1QYBWeP8AGR1s6mswZoTqNUbGkZF1x2URx,CLUSTER_0096,1QYBWeP8AGR1s6mswZoTqNUbGkZF1x2URx,23,False
1Qc7jaZAiTT2qpRnMvnvjNbSxbuVUhnd,CLUSTER_0097,1Qc7jaZAiTT2qpRnMvnvjNbSxbuVUhnd,10,False
1QfNuTF42Zb1i442LWHVYitaFUQ6fM,CLUSTER_0005,3Tk62XigK8QJnLgcA7oqsLkVV55coua,4,True
1Qo88vs4wTfLF2KEN88dJFDSgouiu4R,CLUSTER_0024,bc1qrvlcz6m8l56tteqe9qxdxh0tnfcseqfqlpm9xx,10,True
1QsdQ6pn7N33qrAvoEYhQMuU7LxUZC,CLUSTER_0024,bc1qrvlcz6m8l56tteqe9qxdxh0tnfcseqfqlpm9xx,6,True
1Qwaa35fZKGfKG8eTvw1dZ6YW8M4F,CLUSTER_0005,3Tk62XigK8QJnLgcA7oqsLkVV55coua,4,True
1RzFL2FKDCbPGRBT5tZMaPK3NU1N7XT,CLUSTER_0098,1RzFL2FKDCbPGRBT5tZMaPK3NU1N7XT,26,False
1Sk8WaWcEgvHujkjakUtr87uLP3nrDgkt,CLUSTER_0099,1Sk8WaWcEgvHujkjakUtr87uLP3nrDgkt,31,False
1StK9J8LUq2PwFtZHUwF7akonFNxuX1,CLUSTER_0100,1StK9J8LUq2PwFtZHUwF7akonFNxuX1,2,False
1SzL2JPntLawzwZdQqekDC1YfMs8Tuvi,CLUSTER_0101,1SzL2JPntLawzwZdQqekDC1YfMs8Tuvi,6,False
1T5XbeAQU6SaQSB9heevzbpJVj2HEDxj,CLUSTER_0102,1T5XbeAQU6SaQSB9heevzbpJVj2HEDxj,35,False
1TALtcnecAyr6rVzbqHjjFKatb9a1y3Um,CLUSTER_0103,1TALtcnecAyr6rVzbqHjjFKatb9a1y3Um,13,False
1TFozSiFyfVopFHZiazXDwNm3T,CLUSTER_0104,1TFozSiFyfVopFHZiazXDwNm3T,17,False
1TS5gR4jZoD7voJcZC6MeEcTvC,CLUSTER_0005,3Tk62XigK8QJnLgcA7oqsLkVV55coua,4,True
1TbtuPjYCEgEjr5baNe91L25BR,CLUSTER_0062,1Gp3XhpQNfp9xtZBg9ZNL27m3e,4,False
1TkqHnVESiELt59P9DRLU4qPmw2taUwJP,CLUSTER_0105,1TkqHnVESiELt59P9DRLU4qPmw2taUwJP,23,False
1UU2EDYCorSUfkqNutwsXAzrGPKLH,CLUSTER_0106,1UU2EDYCorSUfkqNutwsXAzrGPKLH,4,False
1UbzcohhWw54idExvHKBXbeFG6,CLUSTER_0107,bc1qxgxgg6hjejg9caqp59uwk89smsuw34rnx3tppp,15,False
1UevBadV6MLfrLhHwpYTKKyQWzfY,CLUSTER_0108,1UevBadV6MLfrLhHwpYTKKyQWzfY,7,False
1VFjRV4SDpzzFdiBJx5EYcSK1t1vCpms,CLUSTER_0109,bc1q535dwrjh65m675a44r27s6q5z55rk5qazfnprh,31,False
1Vvp4HNZnMdLqvoxRZyDNyfhrRW,CLUSTER_0040,1AqasZTZqfqWah3h8rMxiJ3RqBK,3,False
1WYUVAaWe5bNub6HEbmhBxyu2k9r93cP7,CLUSTER_0110,1WYUVAaWe5bNub6HEbmhBxyu2k9r93cP7,3,False
1WcWPk4EWabgHoxAvJsMXbB7pgPpW4X3,CLUSTER_0111,1WcWPk4EWabgHoxAvJsMXbB7pgPpW4X3,12,True
1Wf7JJxFmvqKeimM9ECY4rmVcW3rDhu1D1,CLUSTER_0112,1Wf7JJxFmvqKeimM9ECY4rmVcW3rDhu1D1,31,False
1Wk1Fy1qrgiLfQ94Lvysi6vW5VboDPPEew,CLUSTER_0113,1Wk1Fy1qrgiLfQ94Lvysi6vW5VboDPPEew,10,False
1WmH85GMNNW8TbuU2GuTCqMPgJy,CLUSTER_0027,bc1qqenxc87axtx68hrajeqc3sma3c3kjlwy9jm0pj,24,False
1XBw3H1xbjFB4awZn2G1vC2cU6ZELg,CLUSTER_0005,3Tk62XigK8QJnLgcA7oqsLkVV55coua,12,True
1XS1L7rhUE6o6NJPpseg4ZcAMDkvc,CLUSTER_0114,1XS1L7rhUE6o6NJPpseg4ZcAMDkvc,8,False
1Xb2zc33s21bQYbhByt5UxAoHmqE3M,CLUSTER_0115,1Xb2zc33s21bQYbhByt5UxAoHmqE3M,10,False
1XdVS3G8HtV2doiK1QEq7we9wHhRU,CLUSTER_0010,1XdVS3G8HtV2doiK1QEq7we9wHhRU,15,False
1YAwZ5qDvKSdJeK13WMgG8yLmdAUw,CLUSTER_0116,1YAwZ5qDvKSdJeK13WMgG8yLmdAUw,22,False
1YHzsDquR4Bg9DXCGFqToe1TAW2Ffzekq,CLUSTER_0005,3Tk62XigK8QJnLgcA7oqsLkVV55coua,3,True
1YUzg35ju6VVPayqGBwBNwBVuJafNKyi,CLUSTER_0117,1YUzg35ju6VVPayqGBwBNwBVuJafNKyi,3,False
1YnX1K2vsqJ4sw5V5mm8UYGsRDYj,CLUSTER_0056,1gucJY1HRaeTSDUuoA5WdLpkgEC2FUr5,10,True
1YszRBNqWndmFeamQZ4PKM2q25mSa,CLUSTER_0118,1YszRBNqWndmFeamQZ4PKM2q25mSa,16,False
1ZLN7varfeBetvhHcPFGc2TK41Z69yMmpQ,CLUSTER_0119,1ZLN7varfeBetvhHcPFGc2TK41Z69yMmpQ,32,False
1ZhhQmtatk9CukPv96UATewxkYEGw,CLUSTER_0120,1ZhhQmtatk9CukPv96UATewxkYEGw,20,False
1a1t8vroBUU6PdYo98Wr4WzZFkqMEG,CLUSTER_0121,1a1t8vroBUU6PdYo98Wr4WzZFkqMEG,44,False
1aNuf27KJPqx6D43h4fTZ6xMxoz,CLUSTER_0122,1aNuf27KJPqx6D43h4fTZ6xMxoz,10,False
1aYw4ikrdG1Fz4n3cWoJqpvPczeeCb,CLUSTER_0123,1aYw4ikrdG1Fz4n3cWoJqpvPczeeCb,32,False
1aaoupAKn1h8r9hHGWvMTo5qf7xeP,CLUSTER_0124,1aaoupAKn1h8r9hHGWvMTo5qf7xeP,10,False
1b9hM8YZfsuCn99nicDExYSc7jCobQVAXJ,CLUSTER_0125,1b9hM8YZfsuCn99nicDExYSc7jCobQVAXJ,12,False
1cJun1xvePcN666nNpJ4xzoL1F,CLUSTER_0126,1cJun1xvePcN666nNpJ4xzoL1F,3,False
1cWZtpuDrcGeQYM8fAqnb7mxqqKnpwo,CLUSTER_0127,bc1qqjnwkjarwtjpv6s00kneccyndgkg8yj4wad02llmehjc2nuc20ef45pwze,22,False
1ceSW2yvKuenQinEL3pkGBZ5qYALSJ2,CLUSTER_0128,1ceSW2yvKuenQinEL3pkGBZ5qYALSJ2,16,False
1cvrUVkqbZgbn8LhyXc4dwsbEvKECyCLgH,CLUSTER_0129,1cvrUVkqbZgbn8LhyXc4dwsbEvKECyCLgH,44,False
1dCdHMfyexWhK7MUafRkqHroX29fCkAHFq,CLUSTER_0130,1dCdHMfyexWhK7MUafRkqHroX29fCkAHFq,14,False
1dKxayRPvr9fsmksiBwjhcaDgG987SnN,CLUSTER_0131,1dKxayRPvr9fsmksiBwjhcaDgG987SnN,37,False
1enXQQdYyPLpbnSnYEf5vaVbTZpBx57pmN,CLUSTER_0132,1enXQQdYyPLpbnSnYEf5vaVbTZpBx57pmN,21,False
1enc11oRUKYdBUDTcnnwumChtsiQUeLQLt,CLUSTER_0133,1enc11oRUKYdBUDTcnnwumChtsiQUeLQLt,40,False
1erzuHqQtv3e56oiGkQZKcPhTr,CLUSTER_0134,1erzuHqQtv3e56oiGkQZKcPhTr,5,False
1f4et9btzosZ1HqHku5a1WD8iFzbzKFA,CLUSTER_0135,1f4et9btzosZ1HqHku5a1WD8iFzbzKFA,19,False
1fGTnd6EiDcjcTRbYUZLKp9rVXAPQfa5,CLUSTER_0136,1fGTnd6EiDcjcTRbYUZLKp9rVXAPQfa5,0,False
1fRTw1r9UckKu4HN4wBEampA2Gv,CLUSTER_0137,1fRTw1r9UckKu4HN4wBEampA2Gv,26,False
1frfcT3i3VTcsnszCMSoSjmqft6LdgmSuM,CLUSTER_0138,1frfcT3i3VTcsnszCMSoSjmqft6LdgmSuM,30,False
1g5CziLSc23BQnrZ8FPDRSXCheN,CLUSTER_0139,1g5CziLSc23BQnrZ8FPDRSXCheN,31,False
1g5dTFmDaNj3DNKzHDRtb5HftJ6HKCVm7V,CLUSTER_0140,1g5dTFmDaNj3DNKzHDRtb5HftJ6HKCVm7V,23,False
1gDe5BJo9WdChDdE9VRatpgVeJus,CLUSTER_0024,bc1qrvlcz6m8l56tteqe9qxdxh0tnfcseqfqlpm9xx,6,True
1gXCASiymHMBU1crY8Uq5gAcRtdKAjKLg,CLUSTER_0141,bc1qc4yr5peptya2dxeutsg9a77fmewzc844vm3zvg,22,False
1gfapw7E2tZvD4puJQ9wJV6t8TfkwRk,CLUSTER_0142,1gfapw7E2tZvD4puJQ9wJV6t8TfkwRk,23,False
1gr5pSbWSKrJe2rQ9pv5TVcTHYby,CLUSTER_0029,16oBPEF2m4wvZypz1tWRh7mWJhEQ,18,False
1gucJY1HRaeTSDUuoA5WdLpkgEC2FUr5,CLUSTER_0056,1gucJY1HRaeTSDUuoA5WdLpkgEC2FUr5,10,True
1gz6QLrFCTRHFvSrY3zqyvrAVD,CLUSTER_0024,bc1qrvlcz6m8l56tteqe9qxdxh0tnfcseqfqlpm9xx,31,True
1hDrBqjtLgnGwrEH9LpsbFxU4PeD3z,CLUSTER_0024,bc1qrvlcz6m8l56tteqe9qxdxh0tnfcseqfqlpm9xx,6,True
1havNy8PjJ8VZTDPQLpP3PS13jt6dG1,CLUSTER_0143,1havNy8PjJ8VZTDPQLpP3PS13jt6dG1,11,False
1iFSvX56cehL9ao92dof4CmHQSN,CLUSTER_0144,1iFSvX56cehL9ao92dof4CmHQSN,26,False
1iMhQknM9VBtpKCKUZg7Ap1JPiDWXa,CLUSTER_0145,1iMhQknM9VBtpKCKUZg7Ap1JPiDWXa,22,False
1iNhh8oZ3WYzedEvjxrJzBLsCNm6,CLUSTER_0146,bc1qcx5zv5s92lap7fevvkxpveym8vyylvhl0ppvd7,31,False
1iPQ9gtrtnDohTZv88TXZKkSptRuS,CLUSTER_0005,3Tk62XigK8QJnLgcA7oqsLkVV55coua,12,True
1iT4Zmt5JSMcNQzFkWvfDw12MqMLnEUUo2,CLUSTER_0147,1iT4Zmt5JSMcNQzFkWvfDw12MqMLnEUUo2,12,False
1iqHopjTpT2vZTmk81m7UcXAT5ZKirqC2,CLUSTER_0148,1iqHopjTpT2vZTmk81m7UcXAT5ZKirqC2,24,False
1jNP7ba1hEzpgTjxUrmxcB1snQ,CLUSTER_0149,3KZPSnREY5HKirvwsYhkyGEn64hsd3yDw,22,False
1jh6VhnTfS2C9pCyyRXcGxXZdaDTuU,CLUSTER_0081,1jh6VhnTfS2C9pCyyRXcGxXZdaDTuU,23,False
1jy8ExeUvX5LHjqSn7JkCcuvfyRRR4B,CLUSTER_0150,1jy8ExeUvX5LHjqSn7JkCcuvfyRRR4B,45,False
1k1MkBRyXSQq1LSAhumUXpJpxhzTjQ,CLUSTER_0101,1SzL2JPntLawzwZdQqekDC1YfMs8Tuvi,6,False
1k3JNyh8ySPyoiBz38HBEx6zKzf,CLUSTER_0151,1k3JNyh8ySPyoiBz38HBEx6zKzf,6,False
1kJnLGJrUsaw5tWsPJ4r8CQauTKin,CLUSTER_0152,1kJnLGJrUsaw5tWsPJ4r8CQauTKin,14,False
1kZP5wccCjxTbuWo3ZCpsDjxjpx,CLUSTER_0153,1kZP5wccCjxTbuWo3ZCpsDjxjpx,22,False
1krn6ciaYKzzmJ255UN4ETkCeB4AfpP,CLUSTER_0154,1krn6ciaYKzzmJ255UN4ETkCeB4AfpP,18,False
