wallet_address,tx_count,in_degree,out_degree,degree_ratio,fanin_count,fanout_count,total_received_amount,total_sent_amount,net_balance,turnover_ratio,avg_hop_interval_mins,median_hop_interval_mins,min_hop_interval_mins,max_hop_interval_mins,min_drain_minutes,wallet_age_hours,forwarded_pct_10m,forwarded_pct_30m,forwarded_pct_60m,forwarded_pct_120m,peel_skim_ratio,peel_signal,transient_velocity,velocity_drain_score,fanout_burst_signal,fanin_burst_signal,is_peel_chain_node,is_mixer_hub,is_mixer_intermediate,is_rapid_cashout_node,unique_counterparties,unique_ips_count,unique_countries_count,unique_asns_count,dominant_country,dominant_asn,timestamp_entropy,betweenness_centrality,pagerank,ground_truth_label,is_planted_anomaly
16fxZTzD1odykGzRir8QcWLmQBU57NfdJG,5,3,2,0.6666666666666666,3,2,7.39231949,6.10383324,1.28848625,0.8257,3376.94,3364.96,0.95,6776.89,0.95,225.13,0.355,0.4146,0.4146,0.4146,0.0,0.0,0.0037,2.1262,0.0089,0.0133,0.0,0.0,0.0,0.0,5,10,6,8,United States,AS13335,0.3319,0.000889,0.001444,normal,0
16jXBXFdBkR7eMTftABQLAzSMKzKNmRjcZ,2,1,1,1.0,1,1,4.1402648,4.1402648,0.0,1.0,9.07,9.07,9.07,9.07,9.07,0.15,1.0,1.0,1.0,1.0,0.0302,3.02,5.0,0.993,4.0,4.0,1.0,0.0,1.0,1.0,2,4,4,4,Germany,AS17547,0.0,6e-06,0.001652,peel_chain,1
16oBPEF2m4wvZypz1tWRh7mWJhEQ,10,5,5,1.0,6,6,14.67750086,20.95371724,-6.27621638,0.7005,3870.0,1076.95,0.7,11951.86,0.7,580.5,0.2542,0.2542,0.3789,0.3789,0.0,0.0,0.0012,1.4953,0.0103,0.0103,0.0,0.0,0.0,0.0,12,20,8,17,India,AS12389,0.5937,0.015416,0.002132,normal,0
16tHAApycAsxgGzRDPGhRQAery,3,1,2,2.0,2,4,13.35912649,6.88180274,6.47732375,0.5151,12500.23,12500.23,9379.71,15620.75,0.0,416.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,0.0096,0.0048,0.0,0.0,0.0,0.0,6,6,4,5,Germany,AS12714,0.3457,0.005788,0.001243,normal,0
16v6h35wTJrHvEKXE64enxwBYwtEo,2,1,1,1.0,1,1,0.67303193,0.67303193,0.0,1.0,65.88,65.88,65.88,65.88,65.88,1.1,0.0,0.0,0.0,1.0,0.0,0.0,0.8696,0.0,0.8333,0.8333,0.0,0.0,1.0,0.0,2,4,4,4,Australia,AS13285,0.2181,0.0,0.000666,mixer,1
17L8XVpHM1FH6RDG1TJjPKkDadGqfk,5,2,3,1.5,2,4,2.67975029,6.97796509,-4.2982148,0.384,7321.66,1318.02,9.34,26641.26,9.34,488.11,0.0802,0.0802,0.0802,0.0802,0.0,0.0,0.0008,0.0776,0.0082,0.0041,0.0,0.0,0.0,0.0,6,10,5,8,Singapore,AS13335,0.5064,0.003213,0.001133,normal,0
17UHZR4GxMQvus8AafSzNG4nBQZE98h14n,2,1,1,1.0,1,1,1.08545134,1.08545134,0.0,1.0,85.67,85.67,85.67,85.67,85.67,1.43,0.0,0.0,0.0,1.0,0.0,0.0,0.6757,0.0,0.6536,0.6536,0.0,0.0,1.0,0.0,2,4,4,4,Brazil,AS28573,0.2181,0.0,0.000681,mixer,1
17WSvEQYDE8CYkX8MtRWRZtz4MNGZZ,1,1,0,0.0,1,0,1.95799101,0.0,1.95799101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1,2,2,2,India,AS133982,0.0,0.0,0.001424,normal,0
17k6mJ8zh54RPSwS9hUX4MGtLyjPdLKzb,1,1,0,0.0,1,0,1.27543776,0.0,1.27543776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1,2,2,2,India,AS133982,0.0,0.0,0.000757,normal,0
17wh93NZR3Nwy3MgfMZsykvEAo,8,4,4,1.0,3,5,10.56539876,24.19747863,-13.63207987,0.4366,1860.72,1313.09,0.17,7633.55,0.17,217.08,0.0472,0.0472,0.0472,0.0472,0.0,0.0,0.002,0.4034,0.023,0.0138,0.0,0.0,0.0,0.0,8,16,9,14,Nigeria,AS12389,0.5998,0.008078,0.002556,normal,0
199RsNgkKFx1V8mkrURszUtSZrhu,2,1,1,1.0,1,1,1.72677807,0.39643495,1.33034312,0.2296,15113.79,15113.79,15113.79,15113.79,0.0,251.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.004,0.004,0.0,0.0,0.0,0.0,2,4,2,3,United States,AS16509,0.2181,0.003561,0.001108,normal,0
19DFhXZnmnhJ5BG88p6qqKeJvk1gk,3,1,2,2.0,1,3,0.39080555,5.75192421,-5.36111866,0.0679,5158.59,5158.59,227.65,10089.53,227.65,171.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0174,0.0058,0.0,0.0,0.0,0.0,4,6,5,6,Singapore,AS36873,0.2003,0.005088,0.000676,normal,0
19YUBTTDwkJrWfW2b1wpjcHisjcTn9Fyb,1,1,0,0.0,1,0,0.40964098,0.0,0.40964098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1,2,1,1,India,AS9498,0.0,0.0,0.000687,normal,0
19tZ6s3pAkJ2B2CRLVrnZMDysWem,1,0,1,1.0,0,3,0.0,2.92853357,-2.92853357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,3,2,2,2,Nigeria,AS16509,0.0,0.0,0.000642,normal,0
1A1PvnHhjnfVCD4j4K3UvX4Wr4,1,1,0,0.0,1,0,0.5146051,0.0,0.5146051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1,2,2,2,Brazil,AS28573,0.0,0.0,0.000745,normal,0
1A7zyz1CXDkBUByru3J4VDUw4RAb,4,3,1,0.3333333333333333,3,1,26.23648344,1.49656668,24.73991676,0.057,6263.56,5114.8,1431.31,12244.57,1431.31,313.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0032,0.0096,0.0,0.0,0.0,0.0,4,8,6,8,Russia,AS12714,0.3272,0.000667,0.00244,normal,0
1Ae7H3i5LLQfyB4YpLzBfjt1dHi4ia,2,1,1,1.0,1,1,4.83442234,4.83442234,0.0,1.0,6.01,6.01,6.01,6.01,6.01,0.1,1.0,1.0,1.0,1.0,0.0202,2.02,6.6667,1.4265,5.0,5.0,1.0,0.0,1.0,1.0,2,4,4,4,Australia,AS1221,0.2181,9e-06,0.002047,rapid_cashout,1
1AqasZTZqfqWah3h8rMxiJ3RqBK,2,1,1,1.0,1,1,4.62228006,5.27180326,-0.6495232,0.8768,1.15,1.15,1.15,1.15,1.15,0.02,1.0,1.0,1.0,1.0,0.0,0.0,12.5257,4.6512,8.3333,8.3333,1.0,0.0,0.0,1.0,2,4,3,3,United States,AS2856,0.0,1.1e-05,0.00343,normal,0
1Av8rN53GMoAJzGg96LQdEDg3AB88EYx1,8,5,3,0.6,7,3,21.31606299,9.84037232,11.47569067,0.4616,5608.79,4376.82,1542.59,13412.09,1542.59,654.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.0,0.0046,0.0107,0.0,0.0,0.0,0.0,10,16,8,12,China,AS24940,0.5998,0.004273,0.004887,normal,0
1AwYemqqKwf29WaLZeUG5YRb7btrAUP128,1,1,0,0.0,1,0,13.50875395,0.0,13.50875395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1,2,2,2,China,AS3320,0.0,0.0,0.001652,rapid_cashout,1
1Ay8FnLFMRozmXxmpmfJu91nDhY7Ede5cu,9,5,4,0.8,7,7,12.87567193,16.76591793,-3.890246,0.768,4023.17,1232.15,1.29,18790.56,1.29,536.42,0.2369,0.3861,0.6791,0.6791,0.0,0.0,0.0014,1.686,0.013,0.013,0.0,0.0,0.0,0.0,14,18,10,16,India,AS1221,0.5944,0.019974,0.006949,normal,0
1C75CYDVaar7tnCocT1kbVBWWxJ,2,1,1,1.0,1,1,0.80956544,0.80956544,0.0,1.0,81.4,81.4,81.4,81.4,81.4,1.36,0.0,0.0,0.0,1.0,0.0,0.0,0.7092,0.0,0.6849,0.6849,0.0,0.0,1.0,0.0,2,4,4,4,Australia,AS12714,0.2181,0.0,0.000683,mixer,1
1CKBrGCNSmBtKJ84eRPBcmnfT9FQ,2,0,2,2.0,0,2,0.0,8.65080277,-8.65080277,0.0,9450.1,9450.1,9450.1,9450.1,0.0,157.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0127,0.0,0.0,0.0,0.0,0.0,2,4,3,4,Australia,AS13335,0.2181,0.0,0.000642,normal,0
1Caq31diyrjbZHVVbcgpViXRK4tRU,1,1,0,0.0,1,0,3.09742651,0.0,3.09742651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1,2,2,2,Brazil,AS18881,0.0,0.0,0.003118,peel_chain,1
1CrafMfmeCr4cZeE9Gc15xAjX1jRqv8,1,0,1,1.0,0,1,0.0,2.27437229,-2.27437229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1,2,2,2,India,AS2856,0.0,0.0,0.000642,normal,0
1Crc8Kz5DRasRDRgCfuyhbnNRmNkazvPE,1,1,0,0.0,1,0,0.52225253,0.0,0.52225253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1,2,2,2,China,AS4657,0.0,0.0,0.000667,normal,0
1D7JfiRkgfnY2ZuxKi9rPa3teeySHUB3,2,1,1,1.0,1,1,2.35516132,2.35516132,0.0,1.0,54.54,54.54,54.54,54.54,54.54,0.91,0.0,0.0,1.0,1.0,0.0,0.0,1.0417,0.0,0.9901,0.9901,0.0,0.0,1.0,0.0,2,4,3,3,Singapore,AS12714,0.2181,0.0,0.000722,mixer,1
1DEkjtE1GxFUvxF4bKJtYh4a73uh2kD3ma,2,1,1,1.0,1,1,2.91797264,0.20454512,2.71342752,0.0701,3375.55,3375.55,3375.55,3375.55,3375.55,56.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,0.0177,0.0177,0.0,0.0,0.0,0.0,2,4,3,4,Nigeria,AS29465,0.2181,0.0,0.001286,normal,0
1DVBZ8cCe9tfcAe2igwJP8GTSeb,5,3,2,0.6666666666666666,5,2,9.67212233,6.72999609,2.94212624,0.6958,1779.77,1062.12,46.36,4948.49,46.36,118.65,0.0,0.0,0.3496,0.3496,0.0,0.0,0.0059,0.0,0.0168,0.0421,0.0,0.0,0.0,0.0,7,10,7,9,Brazil,AS27699,0.5064,0.003051,0.00204,normal,0
1DuGehTax4GihyHgcoRjhUtkrGKD5dx,1,1,0,0.0,1,0,4.0593747,0.0,4.0593747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1,2,1,1,Singapore,AS7473,0.0,0.0,0.003285,normal,0
1DwRjh2Qvj2o1Z4N3cAWJd5penJ4uGgsU,2,1,1,1.0,1,1,8.87370743,8.87370743,0.0,1.0,3.3,3.3,3.3,3.3,3.3,0.05,1.0,1.0,1.0,1.0,0.0,0.0,10.0,2.3256,6.6667,6.6667,1.0,0.0,1.0,1.0,2,4,3,3,Nigeria,AS18881,0.0,6e-06,0.001652,rapid_cashout,1
1EHm9J1FGoC1PPLSRjQd9zVEB2Kz,1,1,0,0.0,1,0,2.05435163,0.0,2.05435163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1,2,2,2,India,AS2856,0.0,0.0,0.000926,normal,0
1ESg7kWR9RaQ8QqvSD2ND6YrUHz,1,1,0,0.0,1,0,10.6306911,0.0,10.6306911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1,2,2,2,Germany,AS36873,0.0,0.0,0.002047,rapid_cashout,1
1ErQS9trk2mCgSsL2WPSC95qgAQDM,2,1,1,1.0,1,1,0.11923013,0.11923013,0.0,1.0,88.79,88.79,88.79,88.79,88.79,1.48,0.0,0.0,0.0,1.0,0.0,0.0,0.6536,0.0,0.6329,0.6329,0.0,0.0,1.0,0.0,2,4,4,4,India,AS17547,0.2181,0.0,0.000646,mixer,1
1EthbTAj4tzxpt1CENWmzaH42oNogCjjc,1,1,0,0.0,1,0,0.40423729,0.0,0.40423729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1,2,2,2,Brazil,AS28573,0.0,0.0,0.000661,normal,0
1EwVsNYFRdKtm5Y17pCHoKT8fVW,5,2,3,1.5,4,4,1.42722561,5.40574378,-3.97851817,0.264,9519.56,6421.17,1.32,25234.59,0.0,634.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0063,0.0063,0.0,0.0,0.0,0.0,7,10,6,7,Australia,AS13335,0.3319,0.021979,0.000919,normal,0
1F5tcV3P66ANqiYP7Vr3WvWCBa5qq,1,1,0,0.0,2,0,5.72991327,0.0,5.72991327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,2,2,2,2,Brazil,AS2856,0.0,0.0,0.001646,normal,0
1FoViTLjCsTTGbcaRXbNnyLUTc6,4,2,2,1.0,2,2,16.61906071,3.44949796,13.16956275,0.2076,5248.53,2663.1,2302.66,10779.84,2302.66,262.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0,0.0076,0.0076,0.0,0.0,0.0,0.0,4,8,7,8,Brazil,AS18881,0.4362,0.003296,0.002791,normal,0
1FsY6r5x1khDfJYeZnLQGv4jwJ,1,0,1,1.0,0,1,0.0,2.70770216,-2.70770216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1,2,2,2,China,AS37075,0.0,0.0,0.000642,normal,0
1GMTuBeKaNuZA4UsKbdTQKArogcLSYRQMT,1,1,0,0.0,1,0,3.31751301,0.0,3.31751301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1,2,2,2,China,AS12389,0.0,0.0,0.001276,normal,0
1GPGkndgja934muKJWn6cCPNFyCE,8,5,3,0.6,5,4,11.27283724,9.55294963,1.71988761,0.8474,4954.9,4184.47,158.49,12938.27,158.49,578.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0069,0.0086,0.0,0.0,0.0,0.0,9,16,9,14,Germany,AS12389,0.5247,0.005851,0.004351,normal,0
1Gj6JzkdvmkVdX4M3L8SWRmBWs,6,3,3,1.0,4,3,7.40106641,6.06712113,1.33394528,0.8198,3957.73,2457.61,2066.14,8544.42,2129.71,329.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0091,0.0121,0.0,0.0,0.0,0.0,7,12,6,11,Singapore,AS12714,0.5638,0.002911,0.001307,normal,0
